,COMMENT,Positivity,Negativity,Neutrality,Compound
5197,Love it!,0.818,0.0,0.182,0.6696
5198,Mindful,0.0,0.0,1.0,0.0
5199,Mindful,0.0,0.0,1.0,0.0
5200,Mindful,0.0,0.0,1.0,0.0
5201,Awesome,1.0,0.0,0.0,0.6249
5202,good review and practice,0.492,0.0,0.508,0.4404
5203,sadasdc,0.0,0.0,1.0,0.0
5204,more music less talk,0.0,0.0,1.0,0.0
5205,"Breathing using abdominal breathing is hard at first. It feels unnatural and difficult. But I am hoping that after a while, I will get used to it and it will become the norm rather than the exception. It did feel good to do 10-15 full abdominal breathing cycles. It really calmed my body.",0.192,0.05,0.758,0.887
5206,Breathing in and out helped me feel calm.,0.247,0.0,0.753,0.3182
5207,Mindful,0.0,0.0,1.0,0.0
5208,ok,1.0,0.0,0.0,0.296
5209,"ok
",1.0,0.0,0.0,0.296
5210,We felt calm,0.535,0.0,0.465,0.3182
5212,great,1.0,0.0,0.0,0.6249
5213,"The three things I am thankful for are inner explorer, school and my pets.  The three things I was thankful for are my face, my cat and my shoes. Three things I'm thankful for are my brain, my heart and all my other organs. ",0.222,0.0,0.778,0.9022
5214,Love it!,0.818,0.0,0.182,0.6696
5215,thank you ,0.714,0.0,0.286,0.3612
5216,good,1.0,0.0,0.0,0.4404
5217,Felt Good I really liked that session It made me way more calm. I really really like this app.  ,0.473,0.0,0.527,0.8924
5218,We enjoyed this lesson.,0.524,0.0,0.476,0.5106
5219,"It felt good eating my chips and strawberries, and now I want chips!
It was nice to taste the apple by using my imagination.  It was fun to eat my Cool Ranch Doritos. ",0.323,0.0,0.677,0.8977
5220,jklhjghgfhj,0.0,0.0,1.0,0.0
5221,Calm,1.0,0.0,0.0,0.3182
5222,Relaxed myself,0.762,0.0,0.238,0.4939
5223,Amazing!,1.0,0.0,0.0,0.6239
5224,"nice
",1.0,0.0,0.0,0.4215
5225,"calm
",1.0,0.0,0.0,0.3182
5226,"My friends visibly calmed down during this practice. Afterward, they shared that they felt ""calm and tired."" They shared ideas about when they could do mindfulness at home, like ""when I'm with my Nana and Popop and I'm really excited and riled up and I want to calm my body."" One friend also shared that they felt proud that we had done mindfulness for so many days in a row.",0.351,0.0,0.649,0.9783
5227,I love it because it is calming.,0.633,0.0,0.367,0.7845
5228,"We enjoyed doing Belly Breathing.
",0.452,0.0,0.548,0.5106
5229,thank you,0.714,0.0,0.286,0.3612
5230,Felt Good ,0.744,0.0,0.256,0.4404
5231,nice,1.0,0.0,0.0,0.4215
5232,"Dear Jake, 

I loved this lesson when we were breathing in and out.

From, Room 804",0.333,0.0,0.667,0.7579
5233,It helped us feel calm,0.365,0.0,0.635,0.3182
5234,Love it!,0.818,0.0,0.182,0.6696
5235,Belly breathing felt good because it made me a little bit more calm.  Belly breathing felt nice to calm down from outside.  I felt good about getting to go home and sit on the couch with my favorite show. ,0.344,0.0,0.656,0.9355
5236,"Emiliano Medellin says , ""I am happy.""",0.0,0.0,1.0,0.0
5237,Felt Good,0.744,0.0,0.256,0.4404
5238,"Great
",1.0,0.0,0.0,0.6249
5239,Amazing!,1.0,0.0,0.0,0.6239
5240,Felt Good,0.744,0.0,0.256,0.4404
5241,We are learning about Innerexplorer,0.0,0.0,1.0,0.0
5242,"Dear Ms. Houlihan,

I loved the session because I felt mindful and grateful too!

From, Room 804",0.449,0.0,0.551,0.8687
5243,The best part of the mindful minute is in helping me calm down.,0.465,0.0,0.535,0.8271
5244,Grateful,1.0,0.0,0.0,0.4588
5245,We could dance when sounds played. ,0.324,0.0,0.676,0.34
5246,:) ,1.0,0.0,0.0,0.4588
5247,"Students who felt these emotions in class:
Mindful 2
Happy 2
Felt Good 6
Calm 3
Grateful 1
Love It 2",0.617,0.0,0.383,0.9442
5248,calm,1.0,0.0,0.0,0.3182
5249,Lion King vibes,0.0,0.0,1.0,0.0
5250,very relaxing,0.777,0.0,0.223,0.5413
5251,students enjoyed it,0.623,0.0,0.377,0.5106
5252,awesome,1.0,0.0,0.0,0.6249
5253,nice,1.0,0.0,0.0,0.4215
5254,Calm,1.0,0.0,0.0,0.3182
5255,Mindful,0.0,0.0,1.0,0.0
5256,Happy,1.0,0.0,0.0,0.5719
5257,Me gusto la cancion. Gracias por todo. Edgar are you real? Gracias por la cancion. Gracias me gusto la musica. Muchisimas gracias por la musica. Gracias por relajarme.,0.0,0.0,1.0,0.0
5258,This one was very nice.,0.436,0.0,0.564,0.4754
5259,It felt good to learn to breath and sing the song.,0.225,0.0,0.775,0.4404
5260,"tired, loud",0.0,0.744,0.256,-0.4404
5261,We liked it because it helped us relax and feel calm,0.5,0.0,0.5,0.7906
5262,"Seemed very long, loved it, ",0.511,0.0,0.489,0.6344
5263,Felt Good,0.744,0.0,0.256,0.4404
5264, My students liked Christabel's calming voice.,0.579,0.0,0.421,0.6705
5266,It felt nice to get calm by doing this.  It was calming after playing dodgeball.  It was nice that it was quiet and nice to use Anchor breathing. ,0.409,0.0,0.591,0.9217
5267,relaxing,1.0,0.0,0.0,0.4939
5268,It is very relaxing.,0.538,0.0,0.462,0.5413
5270,"It made me feel calm, really happy, and sad.",0.402,0.215,0.383,0.4459
5271,Love it!,0.818,0.0,0.182,0.6696
5272,"none
",0.0,0.0,1.0,0.0
5273,too long ,0.0,0.0,1.0,0.0
5274,Relaxing,1.0,0.0,0.0,0.4939
5275,RELAXED AND CALM,0.846,0.0,0.154,0.6705
5277,good,1.0,0.0,0.0,0.4404
5278,They were disengaged and are finding them to be a bit too....mundane and similar.,0.0,0.0,1.0,0.0
5279,It made me feel good and relaxed.,0.55,0.0,0.45,0.7269
5280,"It felt relaxing, because it helped me to let go of some of those feelings of dislike. I felt calm that we had good vibes for them. I felt mindful and calm. I felt powerful, It helps me to remember that just because they do something that I dislike, I don't have to let them steal MY POWER, and react in the same way they are acting!!  I had a connection because I am thinking or saying nice things to my disliked person
",0.206,0.117,0.677,0.8118
5281,Calm,1.0,0.0,0.0,0.3182
5282,a bit sleepy,0.0,0.0,1.0,0.0
5283,Tears of happiness and gratitude.. a smile can bring:). I really needed this cause and effect. Thank you:),0.382,0.084,0.533,0.7717
5284,loved thinking about what made us feel frustrated and calm. it opened up a discussion in class. ,0.274,0.15,0.575,0.4215
5285,great,1.0,0.0,0.0,0.6249
5286,Love it!,0.818,0.0,0.182,0.6696
5287,Mindful,0.0,0.0,1.0,0.0
5288,interesting.,1.0,0.0,0.0,0.4019
5289,"good
",1.0,0.0,0.0,0.4404
5290,Mindful,0.0,0.0,1.0,0.0
5291,Kids like breathing exercises,0.455,0.0,0.545,0.3612
5292,happy,1.0,0.0,0.0,0.5719
5293,Happy,1.0,0.0,0.0,0.5719
5294,I liked it today because it made me feel good to think of the other people receiving my messages.  It felt nice to send love to everyone. It felt good to think of animals receiving my messages. ,0.335,0.0,0.665,0.9393
5295,Thank you for teaching us about chattering minds!,0.285,0.0,0.715,0.4199
5296,Mindful,0.0,0.0,1.0,0.0
5297,Mindful,0.0,0.0,1.0,0.0
5298,just sitting and listening to a child laughing makes me happy.,0.463,0.0,0.537,0.7845
5299,Felt Good,0.744,0.0,0.256,0.4404
5300,great,1.0,0.0,0.0,0.6249
5301,gong too quiet ,0.0,0.0,1.0,0.0
5302,"Very good
",0.762,0.0,0.238,0.4927
5303,Calm ,1.0,0.0,0.0,0.3182
5304,"It was calming, relaxing. It was a bit tough at times to let our thoughts  float away on a cloud.  We will keep working on letting those thoughts float away.",0.182,0.046,0.772,0.6597
5305,good,1.0,0.0,0.0,0.4404
5306,dramatic,0.0,0.0,1.0,0.0
5307,thank you,0.714,0.0,0.286,0.3612
5308,"very good 
",0.762,0.0,0.238,0.4927
5309,good,1.0,0.0,0.0,0.4404
5310,   ,0.0,0.0,0.0,0.0
5311,thanks,1.0,0.0,0.0,0.4404
5312,"One friend said, this made her feel sad, because tomorrow is no school...",0.173,0.286,0.541,-0.2732
5313,relaxing,1.0,0.0,0.0,0.4939
5314,Maybe the video can explain more of how belly breathing can help you in different situations,0.153,0.0,0.847,0.4019
5315,We are feeling calmer.,0.667,0.0,0.333,0.4588
5316,Calm ,1.0,0.0,0.0,0.3182
5317,Kids really relaxed!,0.654,0.0,0.346,0.5838
5318,Felt Good,0.744,0.0,0.256,0.4404
5320,Liked the music,0.583,0.0,0.417,0.4215
5321,Mindful,0.0,0.0,1.0,0.0
5322,Would like for this to be longer,0.294,0.0,0.706,0.3612
5323,It felt good to practice several types of breathing today and journal my experience. I am ready to continue my day.,0.231,0.0,0.769,0.6597
5324,The best part of being quiet is the feeling of being relaxed I get.,0.471,0.0,0.529,0.836
5325,Thank you for todo. Thank you Edgar for la musica hm. Me gusto la cancion. Te doy muchas estrellas. ,0.227,0.0,0.773,0.6124
5326,It didn't have anything to do with test taking but we liked it!,0.25,0.0,0.75,0.6114
5327,We need more practice at belly breathing. It felt weird.,0.0,0.159,0.841,-0.1779
5328,I like to calm down so I am not angry.,0.608,0.0,0.392,0.776
5329,It made me feel very relaxed and reset my mind. Thank you.,0.375,0.0,0.625,0.7178
5330,Agradecemos que pongan la canción 2 veces. ,0.0,0.0,1.0,0.0
5331,good,1.0,0.0,0.0,0.4404
5332,felt very calm,0.565,0.0,0.435,0.3804
5333,Good,1.0,0.0,0.0,0.4404
5334,I felt calm too : ),0.535,0.0,0.465,0.3182
5335,Relaxing,1.0,0.0,0.0,0.4939
5336,calm,1.0,0.0,0.0,0.3182
5337,Students said it was nice and they feel happy!,0.492,0.0,0.508,0.7777
5338,Mindful,0.0,0.0,1.0,0.0
5339,Happy,1.0,0.0,0.0,0.5719
5340,awesome,1.0,0.0,0.0,0.6249
5341,Grateful,1.0,0.0,0.0,0.4588
5342,"it was a very calming experience for the entire class.  Deep breathing helps my students to relax, focus, and get ready for their day. ",0.367,0.0,0.633,0.8748
5343,good,1.0,0.0,0.0,0.4404
5344,Very grateful for teaching us how to learn to relax ,0.436,0.0,0.564,0.7346
5346,The class was quiet and seemed to be listening.,0.0,0.0,1.0,0.0
5347,Grateful ,1.0,0.0,0.0,0.4588
5348,Mindful,0.0,0.0,1.0,0.0
5349,Mindful,0.0,0.0,1.0,0.0
5350,This activity made us realize all the wonderful things we have in our lives.,0.222,0.0,0.778,0.5719
5351,calm,1.0,0.0,0.0,0.3182
5352,Rain stick really calmed the class down. It made me feel like sleepy and really relaxed. Felt like I was awake and my whole body was asleep. I feel like I was floating. I liked when we closed our eyes. I felt like I was in bed.  It made me feel relaxed. It felt good. ,0.39,0.0,0.61,0.9738
5353,ok,1.0,0.0,0.0,0.296
5354,Mindful,0.0,0.0,1.0,0.0
5355,best,1.0,0.0,0.0,0.6369
5356,Nos hace sentir mejor y relajados.,0.0,0.0,1.0,0.0
5357,We are happy.,0.649,0.0,0.351,0.5719
5359,happy,1.0,0.0,0.0,0.5719
5360,"Sebastian Flores said, "" I feel happy.""",0.0,0.0,1.0,0.0
5361,The best part of the body scan was the ability to sense all parts of my body.,0.302,0.0,0.698,0.7579
5362,We did not like listening to a baby laughing.  Because it was making me feel wild.  I loved it because I laughed with the baby.,0.334,0.07,0.596,0.8398
5363,super relaxed,1.0,0.0,0.0,0.7964
5364,Mindful,0.0,0.0,1.0,0.0
5365,Love it! ,0.818,0.0,0.182,0.6696
5366,Calm,1.0,0.0,0.0,0.3182
5367,MIndful,0.0,0.0,1.0,0.0
5368,"csalm
",0.0,0.0,1.0,0.0
5369,"Opening our eyes, breathing in, all of it, rubbing hands together ",0.0,0.0,1.0,0.0
5370,Felt Good ,0.744,0.0,0.256,0.4404
5371,Love it!,0.818,0.0,0.182,0.6696
5373,My neck feels better:),0.0,0.0,1.0,0.0
5374,ol;.,0.0,0.0,1.0,0.0
5375,"Definetly loved it! Agreed by whole class
I felt love for my family.  Josabet-student
It was great because it reminded us of the people we love. Aleyza-student
I felt like my ""tia"" was sitting with me calming me down. Mathew-Student
",0.436,0.0,0.564,0.975
5376,Calm ,1.0,0.0,0.0,0.3182
5377,Love it!,0.818,0.0,0.182,0.6696
5378,Happy,1.0,0.0,0.0,0.5719
5379,Happy,1.0,0.0,0.0,0.5719
5380,It was a very relaxing mindfulness session. ,0.411,0.0,0.589,0.5413
5381,Happy,1.0,0.0,0.0,0.5719
5382,My students really enjoyed this video.,0.418,0.0,0.582,0.5563
5383,This was great! ,0.687,0.0,0.313,0.6588
5384,My students enjoyed listening to the video.,0.355,0.0,0.645,0.5106
5385,happy,1.0,0.0,0.0,0.5719
5386,mindful,0.0,0.0,1.0,0.0
5387,Stop advertising for Inner Explorer and just run an actual mindfulness session,0.0,0.167,0.833,-0.296
5388,"It helps. Keep going.
",0.464,0.0,0.536,0.3818
5389,Very relaxing,0.777,0.0,0.223,0.5413
5390,ok,1.0,0.0,0.0,0.296
5391,Very helpful and  calm,0.739,0.0,0.261,0.6865
5392,relaxing,1.0,0.0,0.0,0.4939
5393,relaxed,1.0,0.0,0.0,0.4939
5394,relaxing,1.0,0.0,0.0,0.4939
5395,Felt Good,0.744,0.0,0.256,0.4404
5396,calm,1.0,0.0,0.0,0.3182
5397,Helped me to relax.,0.492,0.0,0.508,0.4404
5398,Felt Good ,0.744,0.0,0.256,0.4404
5399,Love it!,0.818,0.0,0.182,0.6696
5400,sad,0.0,1.0,0.0,-0.4767
5401,CALM,1.0,0.0,0.0,0.3182
5402,Mindful,0.0,0.0,1.0,0.0
5403,Mindful,0.0,0.0,1.0,0.0
5404,It made us feel calm.,0.365,0.0,0.635,0.3182
5405,"happy
",1.0,0.0,0.0,0.5719
5406,My students enjoyed the video. They being learning how to behave better in the classroom.,0.323,0.0,0.677,0.7351
5407,Felt Good,0.744,0.0,0.256,0.4404
5408,"happy
",1.0,0.0,0.0,0.5719
5409,calm,1.0,0.0,0.0,0.3182
5410,I like the music!,0.583,0.0,0.417,0.4199
5411,ok,1.0,0.0,0.0,0.296
5412,   ,0.0,0.0,0.0,0.0
5413,calming,1.0,0.0,0.0,0.4019
5414,"clouds
calm relaxed
color blue
sleepy
concentrated
bells ringing
jungle
beach
commitment
respectful",0.552,0.0,0.448,0.8779
5415,"awesome
",1.0,0.0,0.0,0.6249
5416,"Calm, mindful",0.697,0.0,0.303,0.3182
5417,I dont know,0.0,0.0,1.0,0.0
5418,Happy ,1.0,0.0,0.0,0.5719
5419,Good,1.0,0.0,0.0,0.4404
5420,ok,1.0,0.0,0.0,0.296
5421,great,1.0,0.0,0.0,0.6249
5422,wed23,0.0,0.0,1.0,0.0
5423,Love you Laura ,0.677,0.0,0.323,0.6369
5424,we feel happy,0.649,0.0,0.351,0.5719
5425,Grateful,1.0,0.0,0.0,0.4588
5426,Very good. My student liked it. ,0.6,0.0,0.4,0.7178
5427,ok,1.0,0.0,0.0,0.296
5428,"great
",1.0,0.0,0.0,0.6249
5429,calm,1.0,0.0,0.0,0.3182
5430,Mindful,0.0,0.0,1.0,0.0
5431,Love it! ,0.818,0.0,0.182,0.6696
5432,Students report that they feel calm and mindful. ,0.247,0.0,0.753,0.3182
5433,Interesting,1.0,0.0,0.0,0.4019
5434,Felt good,0.744,0.0,0.256,0.4404
5435,"Great Mindfulness practice today, Thank You!",0.633,0.0,0.367,0.784
5436,"calm
",1.0,0.0,0.0,0.3182
5437,Mindful,0.0,0.0,1.0,0.0
5438,"Calm, Mindful, Boring,  Peaceful, Tired, Unaware",0.407,0.519,0.074,-0.128
5439,Mindful,0.0,0.0,1.0,0.0
5440,Mindful ,0.0,0.0,1.0,0.0
5441,calm,1.0,0.0,0.0,0.3182
5442,Mindful,0.0,0.0,1.0,0.0
5443,"It made me feel calm,peaceful and positive.",0.375,0.0,0.625,0.5574
5444,Calm,1.0,0.0,0.0,0.3182
5445,Grateful ,1.0,0.0,0.0,0.4588
5446,thanks,1.0,0.0,0.0,0.4404
5447,It made me think of my loved ones.,0.358,0.0,0.642,0.5994
5448,Felt Awesome!,0.815,0.0,0.185,0.6588
5449,Mindful ,0.0,0.0,1.0,0.0
5450,Calm ,1.0,0.0,0.0,0.3182
5451,"Nice and relaxing
",0.857,0.0,0.143,0.7184
5452,Felt Good ,0.744,0.0,0.256,0.4404
5453,The best part of today was the feeling of calm and peace.,0.59,0.0,0.41,0.8885
5454,We loved that the video explained breathing with our bellies like a balloon! ,0.401,0.0,0.599,0.7712
5455,thought it was too long,0.0,0.0,1.0,0.0
5456,So smooth,0.0,0.0,1.0,0.0
5457,We liked the little person.  We all pictured it in different places.,0.203,0.0,0.797,0.4215
5458,Mindful,0.0,0.0,1.0,0.0
5459,It was good.,0.592,0.0,0.408,0.4404
5460,We liked the shark and imagining the tiny angry person.,0.199,0.234,0.567,-0.128
5461,"happy
",1.0,0.0,0.0,0.5719
5462,mindful,0.0,0.0,1.0,0.0
5463,Mindful,0.0,0.0,1.0,0.0
5464,great,1.0,0.0,0.0,0.6249
5465,Mindful,0.0,0.0,1.0,0.0
5466,breathing felt good for my body. thank you for making these recordings. we love making them part of our classroom.,0.361,0.0,0.639,0.8625
5467,"I like the way it felt when I heard the bell at the end. Elijah/student
It calmed me down.  Miguel/ student
It felt calming and relaxing. Desmond/ student
",0.333,0.0,0.667,0.875
5468,Students had some issues with being quiet for 5 minutes,0.0,0.0,1.0,0.0
5469,I enjoyed this mindfulness because it taught us why posture is so important,0.362,0.0,0.638,0.6875
5470,Happy ,1.0,0.0,0.0,0.5719
5471,Felt Good,0.744,0.0,0.256,0.4404
5472,"good.

",1.0,0.0,0.0,0.4404
5473,good topic well handled,0.714,0.0,0.286,0.6124
5474,I noticed how hard it is sometimes to allow  myself to relax and do the minefulness practice.  All these judgements keep coming into my mind.  Why is it so hard to love my way back to me?  Why is it so easy to hate my way to productivity.  Why don't I believe that loving my way back to me is the best way to create the best version of myself?  Instead I have this White Anglo Saxon Protestant uptight belief that self flagellation and self anger and self hatred is the best course of action to self perfection.  I want to change but change is so difficult when the habit is so entrenched.  I am sad.  ,0.157,0.169,0.675,-0.5603
5476,this does well with students understanding of their surroundings and being aware of their bodies. ,0.13,0.0,0.87,0.2732
5477,happy,1.0,0.0,0.0,0.5719
5479,Love It ,0.808,0.0,0.192,0.6369
5480,I liked the music,0.583,0.0,0.417,0.4215
5481,great experience,0.804,0.0,0.196,0.6249
5482,"""I was grateful after my Inner Explorer practice today.""  -Jason",0.25,0.0,0.75,0.4588
5483,Happy,1.0,0.0,0.0,0.5719
5484,ok,1.0,0.0,0.0,0.296
5485,Fine,1.0,0.0,0.0,0.2023
5487,:-),1.0,0.0,0.0,0.3182
5488,Happy ,1.0,0.0,0.0,0.5719
5489,Happy ,1.0,0.0,0.0,0.5719
5490,Students feel calm and mindful. ,0.365,0.0,0.635,0.3182
5491,hfku,0.0,0.0,1.0,0.0
5492,mindful,0.0,0.0,1.0,0.0
5493,Felt Good ,0.744,0.0,0.256,0.4404
5494,Calm,1.0,0.0,0.0,0.3182
5495,calm,1.0,0.0,0.0,0.3182
5496,wonderful for the students and teacher alike to see and learn more about mindfulness.,0.222,0.0,0.778,0.5719
5497,Mindful,0.0,0.0,1.0,0.0
5498,poor sound quality,0.0,0.608,0.392,-0.4767
5499,"great
",1.0,0.0,0.0,0.6249
5500,it felt really good.,0.516,0.0,0.484,0.4927
5501,awesomeness!,0.0,0.0,1.0,0.0
5502,Happy,1.0,0.0,0.0,0.5719
5503,relaxed,1.0,0.0,0.0,0.4939
5504,Love it!,0.818,0.0,0.182,0.6696
5505,My students enjoyed listening to the video.,0.355,0.0,0.645,0.5106
5506,Loved this one!,0.677,0.0,0.323,0.636
5507,I  felt  mad   but   it  was   good  Gianni 7,0.352,0.192,0.457,0.4118
5509,I really appreciate this program for my first grade students!,0.291,0.0,0.709,0.5081
5510,fine,1.0,0.0,0.0,0.2023
5512,It felt nice to listen to the different sounds.  It felt good to think of a place and then get it out of my mind.  I felt the sound of the ocean in my head chest. ,0.151,0.0,0.849,0.6908
5513,"calm
",1.0,0.0,0.0,0.3182
5514,calm,1.0,0.0,0.0,0.3182
5515,more variety of ocean sounds,0.0,0.0,1.0,0.0
5516,Calm,1.0,0.0,0.0,0.3182
5517,none,0.0,0.0,1.0,0.0
5518,nice,1.0,0.0,0.0,0.4215
5519,Me si me gusto la cancion. Gracias Edgar por la musica. Thank you for relaxing me. Gracias por todo. Gracias por relajarme. Gracias por la musica y todo eso. ,0.18,0.0,0.82,0.6908
5520,Happy,1.0,0.0,0.0,0.5719
5521,Good,1.0,0.0,0.0,0.4404
5522,"Scholars report feeling calm, peaceful, and good. ",0.767,0.0,0.233,0.836
5523,Grateful,1.0,0.0,0.0,0.4588
5524,This is my favorite inner explorer.,0.375,0.0,0.625,0.4588
5525,"Muy bien.
",0.0,0.0,1.0,0.0
5526,"good
",1.0,0.0,0.0,0.4404
5528,Very relaxing,0.777,0.0,0.223,0.5413
5529,nice,1.0,0.0,0.0,0.4215
5530,ok,1.0,0.0,0.0,0.296
5531,Students enjoyed the video.,0.524,0.0,0.476,0.5106
5532,Love it!,0.818,0.0,0.182,0.6696
5533,very relaxing,0.777,0.0,0.223,0.5413
5534,"Scholars report feeling peaceful, deeply relaxed, and grateful. ",0.741,0.0,0.259,0.8874
5535,Love it!,0.818,0.0,0.182,0.6696
5536,"Scholars report feeling peaceful, relaxed, and energized.",0.789,0.0,0.211,0.8807
5537,calm,1.0,0.0,0.0,0.3182
5538,Mindful,0.0,0.0,1.0,0.0
5539,calm,1.0,0.0,0.0,0.3182
5540,"Class experienced calmness, liked activity.",0.647,0.0,0.353,0.6705
5541,Relaxed,1.0,0.0,0.0,0.4939
5542,Mindful,0.0,0.0,1.0,0.0
5543,Happy,1.0,0.0,0.0,0.5719
5544,its Friday. yay,0.63,0.0,0.37,0.5267
5545,"Feel calm and good, relaxed, feel positive inside. ",0.75,0.0,0.25,0.9001
5546,It was a little hard to hear the sound.,0.0,0.137,0.863,-0.0276
5547,good,1.0,0.0,0.0,0.4404
5548,calm,1.0,0.0,0.0,0.3182
5549,Grateful,1.0,0.0,0.0,0.4588
5550,great,1.0,0.0,0.0,0.6249
5551,Mindful,0.0,0.0,1.0,0.0
5552,Mindful,0.0,0.0,1.0,0.0
5553,Grateful - I could picture deep memories of summer evenings that brought me comfort.,0.355,0.0,0.645,0.6705
5554,calm,1.0,0.0,0.0,0.3182
5555,boring,0.0,1.0,0.0,-0.3182
5556,mindful,0.0,0.0,1.0,0.0
5557,:),1.0,0.0,0.0,0.4588
5558,Calm,1.0,0.0,0.0,0.3182
5559,Better:),0.0,0.0,1.0,0.0
5560,happy,1.0,0.0,0.0,0.5719
5561,Very nice,0.756,0.0,0.244,0.4754
5562,Mindful,0.0,0.0,1.0,0.0
5563,Happy,1.0,0.0,0.0,0.5719
5564,Felt Good,0.744,0.0,0.256,0.4404
5566,very challenging  for us,0.387,0.0,0.613,0.2247
5567,Please add some background for the transitions--it helps with the ADHD brain.,0.329,0.0,0.671,0.5994
5568,Calm,1.0,0.0,0.0,0.3182
5569,thank you,0.714,0.0,0.286,0.3612
5570,"Mindful, happy, felt good, grateful, love it",0.821,0.0,0.179,0.93
5571,very nice,0.756,0.0,0.244,0.4754
5572,Mindful,0.0,0.0,1.0,0.0
5573,Calm,1.0,0.0,0.0,0.3182
5574,Very calm feeling.,0.814,0.0,0.186,0.5222
5575,neck feels better for most:),0.42,0.0,0.58,0.4404
5577,Mindful,0.0,0.0,1.0,0.0
5578,Students were very calm,0.464,0.0,0.536,0.3804
5579,Happy ,1.0,0.0,0.0,0.5719
5580,It felt good,0.592,0.0,0.408,0.4404
5581,ok,1.0,0.0,0.0,0.296
5582,Happy,1.0,0.0,0.0,0.5719
5583,"Natalie Rangel said, ""I feel happy.""",0.0,0.0,1.0,0.0
5584,Very nice and relaxing.,0.766,0.0,0.234,0.762
5586,mindful,0.0,0.0,1.0,0.0
5587,Felt Good ,0.744,0.0,0.256,0.4404
5589,Students did not enjoy the speakers voice,0.0,0.305,0.695,-0.3875
5590,The best one yet!!,0.615,0.0,0.385,0.6988
5591,I love the chimes at the end.,0.457,0.0,0.543,0.6369
